id,value
1297, 2.326E+00
1329,-7.762E-02
1358,-3.067E+00
1379,-1.542E+00
1390,-7.467E-01
1449, 1.756E+00
12,-1.195E+00
118, 3.333E+00
198,-8.602E+00
825,-1.577E+00
878,-2.584E+00
881,-2.137E-01
947,-1.377E-01
970, 3.372E+00
1072,-4.353E+00
1119, 2.011E+00
1132, 4.441E-02
1228,-1.857E+00
1256,-2.597E+00
1324,-3.387E+00
1335,-3.488E+00
1391,-6.375E+00
1412,-1.101E+01
1,-2.584E+00
130,-2.517E+00
246,-1.943E+00
272, 2.331E+00
295,-1.771E+00
382,-1.943E+00
438,-1.409E+00
488,-1.385E+00
709, 8.376E-01
756, 1.323E+00
836, 1.361E+00
840,-2.109E+00
855, 2.151E+00
912, 4.696E-01
983,-2.145E+00
987,-1.122E+00
1006,-1.938E+00
1036,-4.409E+00
1126, 6.867E-02
1153,-1.334E+00
1184,-1.184E+00
1201,-1.809E+00
1375, 2.377E+00
1419,-8.506E-01
52,-2.125E+00
140, 1.335E+00
324, 2.659E+00
470, 2.728E+00
650, 2.587E+00
765, 3.435E+00
781, 2.578E+00
845,-3.682E+00
903, 1.977E+00
916, 1.648E+00
977,-2.808E+00
993, 1.506E+00
1040,-4.891E+00
1094,-7.516E-02
1104, 3.327E+00
1128, 1.520E+00
1178,-4.170E+00
1191,-1.551E+00
1252, 2.244E-01
1321,-1.163E+00
1380,-2.453E+00
1428, 1.967E+00
20, 3.887E-01
48,-1.748E+00
68,-2.519E+00
93,-1.244E+00
202, 4.974E-01
236, 1.174E+00
254,-1.907E+00
255, 4.753E-01
392,-4.346E-01
421,-7.696E-01
429,-1.546E+00
449, 3.364E+00
568,-3.351E+00
589,-6.586E-01
748, 1.699E+00
943,-2.816E-01
1174,-1.763E+00
1232, 7.529E+00
1366, 1.262E+00
211, 4.375E+00
232,-3.592E+00
726,-1.255E+00
924,-1.101E+01
991, 5.456E+00
1026, 2.250E-02
1069,-2.424E-01
1171,-6.242E-01
1272,-4.611E+00
1360,-8.577E+00
10,-6.223E+00
167,-4.086E+00
383,-1.233E+00
433,-8.233E-01
575,-8.538E-01
591,-2.232E+00
725,-1.780E+00
913,-1.745E+00
1300,-2.458E+00
